Geneid,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene_id,gene_name,kegg_orthology,kegg_pathway,kegg_module,kegg_enzyme,kegg_description,paper_reference
BHE81_RS07830,53.72437585615268,1.59519596476875,0.4328208268342156,3.6855804200470272,0.0002281820132033,0.0025948784735983,BHE81_RS07830,gene_212,K99991,"ko02020,ko03410,ko00190",M2212,,Stress response protein,NO
BHE81_RS07855,84.01992633195836,3.044323928522965,0.4005992276775755,7.59942535628952,2.974485899922553e-14,2.5610930636271944e-12,BHE81_RS07855,gene_213,K99991,"ko02020,ko03410,ko00190",M2213,,Stress response protein,NO
BHE81_RS07990,10.112315572842771,3.388555137751088,1.0280594114916,3.2960693709662854,0.00098047801378,0.008857894518497,BHE81_RS07990,gene_214,K99991,"ko02020,ko03410,ko00190",M2214,,Stress response protein,NO
BHE81_RS08275,5.901028157378437,3.529031680772789,1.3085477662204354,2.696907038377302,0.0069986805219661,0.0426081286034272,BHE81_RS08275,gene_217,K99991,"ko02020,ko03410,ko00190",M2217,,Stress response protein,NO
BHE81_RS08285,13.407341574461796,3.797980208449157,0.9559186717309832,3.9731206438009545,7.093709654991856e-05,0.0009685553732818,BHE81_RS08285,gene_218,K99991,"ko02020,ko03410,ko00190",M2218,,Stress response protein,NO
BHE81_RS08290,20.35119124316426,2.7708591554148057,0.7589909783741087,3.6507142171181934,0.0002615120928598,0.0029343604249357,BHE81_RS08290,gene_219,K99991,"ko02020,ko03410,ko00190",M2219,,Stress response protein,NO
BHE81_RS08305,14.951846078834787,3.335770151455445,0.7991138222276049,4.1743366948111,2.988555000761209e-05,0.0004588337838514,BHE81_RS08305,gene_220,K99991,"ko02020,ko03410,ko00190",M2220,,Stress response protein,NO
BHE81_RS08355,14.989569756468166,3.9399545087978938,0.9438892487278908,4.174170342662442,2.990739287962824e-05,0.0004588337838514,BHE81_RS08355,gene_221,K99991,"ko02020,ko03410,ko00190",M2221,,Stress response protein,NO
BHE81_RS08360,16.506771304290318,2.419553302968737,0.673516705072904,3.5924176560800154,0.0003276241974977,0.0035442217672899,BHE81_RS08360,gene_222,K99991,"ko02020,ko03410,ko00190",M2222,,Stress response protein,NO
BHE81_RS08425,44.72255489023717,2.2471068444343207,0.4203099853165799,5.346308493579535,8.976616187584518e-08,2.648415643036299e-06,BHE81_RS08425,gene_224,K99991,"ko02020,ko03410,ko00190",M2224,,Stress response protein,NO
BHE81_RS08430,46.19705118868757,2.0111060826561107,0.43336908160213,4.640631203364153,3.4734655246331204e-06,6.816070255082388e-05,BHE81_RS08430,gene_225,K99991,"ko02020,ko03410,ko00190",M2225,,Stress response protein,NO
BHE81_RS08440,50.10323376955183,2.414467981021062,0.4127506612559511,5.8497010608635325,4.924572748016993e-09,1.822523896831903e-07,BHE81_RS08440,gene_226,K99991,"ko02020,ko03410,ko00190",M2226,,Stress response protein,NO
BHE81_RS08490,19.88010954132871,2.573684137694079,0.6453524328059869,3.988028876723564,6.662455555034465e-05,0.000918591502833,BHE81_RS08490,gene_227,K99991,"ko02020,ko03410,ko00190",M2227,,Stress response protein,NO
BHE81_RS08495,11.697147052945402,3.3115105388499337,0.941080384948796,3.518839189311243,0.0004334393503468,0.0044493445720516,BHE81_RS08495,gene_228,K99991,"ko02020,ko03410,ko00190",M2228,,Stress response protein,NO
BHE81_RS08530,28.426938907006388,2.098625997027208,0.6379805271447418,3.2894828411449017,0.0010037167628124,0.0090484637228755,BHE81_RS08530,gene_229,K99991,"ko02020,ko03410,ko00190",M2229,,Stress response protein,NO
BHE81_RS08670,23.4619356200332,2.295128165578848,0.6356149613918376,3.610878133757412,0.000305162034743,0.0033703628915734,BHE81_RS08670,gene_230,K99991,"ko02020,ko03410,ko00190",M2230,,Stress response protein,NO
BHE81_RS08780,85.65639173615364,1.8890990160571155,0.4149859357004999,4.552200095331664,5.308780722886924e-06,9.866848400819352e-05,BHE81_RS08780,gene_232,K99991,"ko02020,ko03410,ko00190",M2232,,Stress response protein,NO
BHE81_RS08790,29.0645850136754,1.757259075138596,0.5669877047955769,3.099289561794224,0.0019398532873321,0.0153550488166126,BHE81_RS08790,gene_233,K99991,"ko02020,ko03410,ko00190",M2233,,Stress response protein,NO
BHE81_RS08795,29.52509045956836,1.3745534214224695,0.5200284267194343,2.643227467570861,0.0082119845587985,0.0483887749351549,BHE81_RS08795,gene_234,K99991,"ko02020,ko03410,ko00190",M2234,,Stress response protein,NO
BHE81_RS08910,46.54286304630464,1.000064280250419,0.3679423708513128,2.717991619004242,0.0065679501780124,0.0406943089312471,BHE81_RS08910,gene_243,K99991,"ko02020,ko03410,ko00190",M2243,,Stress response protein,NO
BHE81_RS08920,42.31046684375222,1.9134399178117127,0.4037565249513927,4.739093487200158,2.1467644938576198e-06,4.483762079002622e-05,BHE81_RS08920,gene_244,K99991,"ko02020,ko03410,ko00190",M2244,,Stress response protein,NO
BHE81_RS09000,31.215116439221987,2.1647879433899075,0.5067604501557246,4.271817073973868,1.9388659644481675e-05,0.0003170571900777,BHE81_RS09000,gene_246,K99991,"ko02020,ko03410,ko00190",M2246,,Stress response protein,NO
BHE81_RS09090,7.115234932851062,2.8145516375775013,1.0049089589755256,2.8008026124544183,0.0050975688487642,0.0332405610091749,BHE81_RS09090,gene_247,K99991,"ko02020,ko03410,ko00190",M2247,,Stress response protein,NO
BHE81_RS09210,8.676600594211905,5.893329733194439,1.9577761264642617,3.010216364134431,0.0026106164895267,0.0194947266248253,BHE81_RS09210,gene_249,K99991,"ko02020,ko03410,ko00190",M2249,,Stress response protein,NO
BHE81_RS09245,43.16705315000237,2.31871801229003,0.443644127827286,5.22652699957008,1.7272360732805677e-07,4.641534390554596e-06,BHE81_RS09245,gene_250,K99991,"ko02020,ko03410,ko00190",M2250,,Stress response protein,NO
BHE81_RS09265,142.16862344942402,1.6113888063303496,0.3847625340821904,4.188008612049883,2.8141284062754388e-05,0.000439733620225,BHE81_RS09265,gene_251,K99991,"ko02020,ko03410,ko00190",M2251,,Stress response protein,NO
BHE81_RS09270,140.95234496597655,2.0906518747728566,0.3991011696334236,5.238400771145648,1.6197402498766093e-07,4.4088284607931705e-06,BHE81_RS09270,gene_252,K99991,"ko02020,ko03410,ko00190",M2252,,Stress response protein,NO
BHE81_RS09470,126.12062525545736,2.300525002611205,0.3272137231068445,7.030649511787191,2.0557430582279623e-12,1.2945044720393692e-10,BHE81_RS09470,gene_253,K99991,"ko02020,ko03410,ko00190",M2253,,Stress response protein,NO
BHE81_RS09485,27.20596761848393,1.2895718466724044,0.4669476370135335,2.761705477128325,0.0057500322227192,0.0364255044259045,BHE81_RS09485,gene_254,K99991,"ko02020,ko03410,ko00190",M2254,,Stress response protein,NO
BHE81_RS09560,91.74867129810616,1.2222299771305336,0.4295362215552457,2.845464284025076,0.0044346732370685,0.0298403291661759,BHE81_RS09560,gene_255,K99991,"ko02020,ko03410,ko00190",M2255,,Stress response protein,NO
BHE81_RS09565,150.90318497900023,1.531131016315443,0.3066103677618731,4.993735298294235,5.922255403069947e-07,1.3728568981072588e-05,BHE81_RS09565,gene_256,K99991,"ko02020,ko03410,ko00190",M2256,,Stress response protein,NO
BHE81_RS09645,59.89067429556769,1.2838209336127568,0.3662114594198954,3.505682033124848,0.0004554389487059,0.0046301130713024,BHE81_RS09645,gene_258,K99991,"ko02020,ko03410,ko00190",M2258,,Stress response protein,NO
BHE81_RS09730,69.37978249190525,2.4146331084121604,0.4040790755419918,5.975645002586214,2.291815833155716e-09,9.121859434041477e-08,BHE81_RS09730,gene_259,K99991,"ko02020,ko03410,ko00190",M2259,,Stress response protein,NO
BHE81_RS09735,24.602958883277186,2.4148331323207364,0.7828421836680479,3.0846998062954523,0.0020375769659096,0.015993303266816,BHE81_RS09735,gene_260,K99991,"ko02020,ko03410,ko00190",M2260,,Stress response protein,NO
BHE81_RS10245,40.318195565550425,1.340370304731486,0.4268454841020531,3.140176843035362,0.0016884587640961,0.0137720411273329,BHE81_RS10245,gene_264,K99991,"ko02020,ko03410,ko00190",M2264,,Stress response protein,NO
BHE81_RS10425,30.092042895246,1.9335896241871984,0.6170413783974956,3.133646610878643,0.001726486452532,0.0139324851334926,BHE81_RS10425,gene_265,K99991,"ko02020,ko03410,ko00190",M2265,,Stress response protein,NO
BHE81_RS10685,18.735057643059875,1.6434195445619109,0.60537823633504,2.7146987551306325,0.0066336081407977,0.0409768561435224,BHE81_RS10685,gene_266,K99991,"ko02020,ko03410,ko00190",M2266,,Stress response protein,NO
BHE81_RS10850,9.592011730243383,3.697690462051664,1.038449392841106,3.5607806095731918,0.0003697539307746,0.0039195774722064,BHE81_RS10850,gene_268,K99991,"ko02020,ko03410,ko00190",M2268,,Stress response protein,NO
BHE81_RS10905,63.56296617822793,1.3715104186991174,0.3711030618631707,3.695766916643783,0.0002192240273365,0.0025409510201455,BHE81_RS10905,gene_269,K99991,"ko02020,ko03410,ko00190",M2269,,Stress response protein,NO
BHE81_RS10985,17.95372202300537,1.8852461115094128,0.657125751395411,2.8689274579577497,0.0041186624847631,0.0282601053454399,BHE81_RS10985,gene_270,K99991,"ko02020,ko03410,ko00190",M2270,,Stress response protein,NO
BHE81_RS11030,36.940203157575326,2.482984386022565,0.5132304287055338,4.837952403338849,1.3118354418912074e-06,2.8529039841953627e-05,BHE81_RS11030,gene_271,K99991,"ko02020,ko03410,ko00190",M2271,,Stress response protein,NO
BHE81_RS11050,17.833569474439457,1.91628725153094,0.5727907194699184,3.345527758034108,0.0008212613835287,0.0075984688094469,BHE81_RS11050,gene_272,K99991,"ko02020,ko03410,ko00190",M2272,,Stress response protein,NO
BHE81_RS11215,114.10334921463198,1.2792560602704357,0.3266483549692868,3.9163095139135713,8.991479807615409e-05,0.0011864510497744,BHE81_RS11215,gene_275,K99991,"ko02020,ko03410,ko00190",M2275,,Stress response protein,NO
BHE81_RS28215,12.26473403322762,2.211310236088899,0.7952934278226379,2.780496051806999,0.0054275919696845,0.0349070282318584,BHE81_RS28215,gene_293,K99991,"ko02020,ko03410,ko00190",M2293,,Stress response protein,NO
BHE81_RS11710,76.49301620081195,1.267128053000889,0.3757041507764898,3.372675149800824,0.0007444172321696,0.0069948692706545,BHE81_RS11710,gene_295,K99991,"ko02020,ko03410,ko00190",M2295,,Stress response protein,NO
BHE81_RS11730,113.33465898844872,1.8498571271275672,0.3677721694813652,5.029899705940903,4.90736464220611e-07,1.1720909841627005e-05,BHE81_RS11730,gene_296,K99991,"ko02020,ko03410,ko00190",M2296,,Stress response protein,NO
BHE81_RS11820,45.14076765610662,1.7393861082657676,0.5117865581661902,3.3986553193156435,0.0006771799999327,0.0064638516283174,BHE81_RS11820,gene_299,K99991,"ko02020,ko03410,ko00190",M2299,,Stress response protein,NO
BHE81_RS11825,43.35169511497233,2.7049932220687807,0.4620725209371531,5.854044764624056,4.797594002892788e-09,1.791243283026962e-07,BHE81_RS11825,gene_300,K99991,"ko02020,ko03410,ko00190",M2300,,Stress response protein,NO
BHE81_RS11895,11.524763952568357,2.483170081917613,0.8178313618599009,3.036286204860647,0.0023951189757026,0.0183727399245265,BHE81_RS11895,gene_302,K99991,"ko02020,ko03410,ko00190",M2302,,Stress response protein,NO
BHE81_RS11900,397.66738207044176,1.0994977693445127,0.2807552571169314,3.9162143592081846,8.995027612627125e-05,0.0011864510497744,BHE81_RS11900,gene_303,K99991,"ko02020,ko03410,ko00190",M2303,,Stress response protein,NO
BHE81_RS11925,13.705771169959132,2.0008380837703177,0.7552252106716324,2.649326393634217,0.0080652397426651,0.0477910765088542,BHE81_RS11925,gene_304,K99991,"ko02020,ko03410,ko00190",M2304,,Stress response protein,NO
BHE81_RS11975,24.663144241794544,1.3210512330266666,0.472315775989182,2.7969661404173047,0.0051584939002703,0.033534184538121,BHE81_RS11975,gene_306,K99991,"ko02020,ko03410,ko00190",M2306,,Stress response protein,NO
BHE81_RS12090,41.924629813469856,1.8438767470732285,0.5845978599840997,3.154094247152016,0.0016099708328508,0.0132665369996048,BHE81_RS12090,gene_307,K99991,"ko02020,ko03410,ko00190",M2307,,Stress response protein,NO
BHE81_RS12095,162.7611057439219,1.194822467105079,0.3236984176484966,3.6911594310063447,0.0002232341518576,0.00257329204013,BHE81_RS12095,gene_308,K99991,"ko02020,ko03410,ko00190",M2308,,Stress response protein,NO
BHE81_RS12100,33.950219867116864,1.7848513757796196,0.5134720382606415,3.4760439571854898,0.0005088688720868,0.005087482870461,BHE81_RS12100,gene_309,K99991,"ko02020,ko03410,ko00190",M2309,,Stress response protein,NO
BHE81_RS12535,64.37085416661021,1.0874699104203436,0.4127863409846662,2.6344619539161056,0.0084270747499257,0.0493390730200648,BHE81_RS12535,gene_316,K99991,"ko02020,ko03410,ko00190",M2316,,Stress response protein,NO
BHE81_RS12555,105.55334122965807,1.4107055220467002,0.2939767332681203,4.798697864160808,1.5970049070629403e-06,3.437634542295177e-05,BHE81_RS12555,gene_317,K99991,"ko02020,ko03410,ko00190",M2317,,Stress response protein,NO
BHE81_RS12560,25.90682230770985,1.4849173122906096,0.5050242463039312,2.9402891507845825,0.0032790608859035,0.023368847766262,BHE81_RS12560,gene_318,K99991,"ko02020,ko03410,ko00190",M2318,,Stress response protein,NO
BHE81_RS12565,94.77653929123538,1.857217184259056,0.357445661836917,5.195802838156706,2.038382080037453e-07,5.341573910359015e-06,BHE81_RS12565,gene_319,K99991,"ko02020,ko03410,ko00190",M2319,,Stress response protein,NO
BHE81_RS12570,80.8354363056698,1.3123688760674557,0.363676396618247,3.6086171339985422,0.0003078335199775,0.0033821604707951,BHE81_RS12570,rpoE,K02693,ko02020,M1320,1.11.1.15,RNA polymerase sigma factor,YES
BHE81_RS12575,150.13172275819605,2.393979438326951,0.3682031171857506,6.501790252686098,7.936971585595788e-11,3.8489750712216815e-09,BHE81_RS12575,gene_321,K99991,"ko02020,ko03410,ko00190",M2321,,Stress response protein,NO
BHE81_RS12580,148.3192809689899,1.7633336439447247,0.2948923014281489,5.979585209261098,2.237065198971349e-09,8.988741023295356e-08,BHE81_RS12580,gene_322,K99991,"ko02020,ko03410,ko00190",M2322,,Stress response protein,NO
BHE81_RS12590,29.50750287139105,2.668612788163993,0.5318391565455027,5.017706491371652,5.229198445137577e-07,1.2325133094991864e-05,BHE81_RS12590,gene_323,K99991,"ko02020,ko03410,ko00190",M2323,,Stress response protein,NO
BHE81_RS12750,79.83146170820675,1.056075560600689,0.3394134200613616,3.111472611807052,0.0018615674135461,0.0148187790900967,BHE81_RS12750,gene_324,K99991,"ko02020,ko03410,ko00190",M2324,,Stress response protein,NO
BHE81_RS12755,180.8142567635099,1.521781485892827,0.3060690677721389,4.9720198678350505,6.62589129938616e-07,1.5275757044868968e-05,BHE81_RS12755,gene_325,K99991,"ko02020,ko03410,ko00190",M2325,,Stress response protein,NO
BHE81_RS12760,145.86511664542277,1.6706664348713849,0.2853774229133929,5.854234780788538,4.792112648836776e-09,1.791243283026962e-07,BHE81_RS12760,gene_326,K99991,"ko02020,ko03410,ko00190",M2326,,Stress response protein,NO
BHE81_RS12960,64.21360722340246,1.457057189075917,0.4650207162852174,3.1333167277266853,0.0017284282100657,0.0139324851334926,BHE81_RS12960,gene_330,K99991,"ko02020,ko03410,ko00190",M2330,,Stress response protein,NO
BHE81_RS12970,173.56076643404154,1.4918081398018668,0.2738277667896509,5.447979791427962,5.094514486877682e-08,1.5921301200101438e-06,BHE81_RS12970,gene_331,K99991,"ko02020,ko03410,ko00190",M2331,,Stress response protein,NO
BHE81_RS13170,70.2598027687854,1.415603439371247,0.4009466242636227,3.5306530937157525,0.0004145350419304,0.0042865768183936,BHE81_RS13170,gene_332,K99991,"ko02020,ko03410,ko00190",M2332,,Stress response protein,NO
BHE81_RS13200,39.82890180310045,2.173025844116459,0.4348165209225151,4.997569640422413,5.805737486385104e-07,1.3532821245888816e-05,BHE81_RS13200,gene_333,K99991,"ko02020,ko03410,ko00190",M2333,,Stress response protein,NO
BHE81_RS13225,15.928944704348885,2.9962410726875106,0.7956220503383725,3.765910046627328,0.0001659435338514,0.0020471221325122,BHE81_RS13225,gene_334,K99991,"ko02020,ko03410,ko00190",M2334,,Stress response protein,NO
BHE81_RS13230,163.79248464999944,1.678849135264772,0.5151113463963971,3.2591965737303634,0.0011172822385458,0.009882209149738,BHE81_RS13230,gene_335,K99991,"ko02020,ko03410,ko00190",M2335,,Stress response protein,NO
BHE81_RS13240,15.051239142703452,2.7786190560781976,0.923065689815472,3.0102072764005188,0.002610694606074,0.0194947266248253,BHE81_RS13240,gene_336,K99991,"ko02020,ko03410,ko00190",M2336,,Stress response protein,NO
BHE81_RS13255,45.06318645587003,3.732153586107697,0.5476459443377085,6.814902264310838,9.4327872250157e-12,5.168432376927434e-10,BHE81_RS13255,gene_337,K99991,"ko02020,ko03410,ko00190",M2337,,Stress response protein,NO
BHE81_RS13260,17.895501340751625,2.6851138942990795,0.7369243868898713,3.643676260506701,0.0002687714453407,0.0030078162543571,BHE81_RS13260,gene_338,K99991,"ko02020,ko03410,ko00190",M2338,,Stress response protein,NO
BHE81_RS13265,30.55722092020702,1.991660608211828,0.7388177010910981,2.6957402418357206,0.0070232411749668,0.0426960439728895,BHE81_RS13265,gene_339,K99991,"ko02020,ko03410,ko00190",M2339,,Stress response protein,NO
BHE81_RS13370,439.320421380621,1.2905305597526284,0.2751849614358971,4.689684178302201,2.736270477741587e-06,5.523600548130027e-05,BHE81_RS13370,gene_340,K99991,"ko02020,ko03410,ko00190",M2340,,Stress response protein,NO
BHE81_RS13625,120.81062993562776,3.909521301450063,0.4077616439929381,9.587761279277585,9.00169402020821e-22,1.808483193869449e-19,BHE81_RS13625,gene_348,K99991,"ko02020,ko03410,ko00190",M2348,,Stress response protein,NO
BHE81_RS13630,71.93365213061101,4.551376151636683,0.5808471241288097,7.83575567919548,4.660312877668667e-15,4.572525588577699e-13,BHE81_RS13630,gene_349,K99991,"ko02020,ko03410,ko00190",M2349,,Stress response protein,NO
BHE81_RS13635,26.67269569556852,7.517500894247882,1.900465410809548,3.955610479143436,7.63394588271319e-05,0.0010257203082537,BHE81_RS13635,gene_350,K99991,"ko02020,ko03410,ko00190",M2350,,Stress response protein,NO
BHE81_RS13640,31.78909910808376,3.862570125050952,0.6302828092595203,6.128312669020505,8.881591836745838e-10,3.6736701920814415e-08,BHE81_RS13640,gene_351,K99991,"ko02020,ko03410,ko00190",M2351,,Stress response protein,NO
BHE81_RS13660,20.719422783976,2.6226120467090106,0.7616962269379743,3.443120700823128,0.0005750426039797,0.0055901031018218,BHE81_RS13660,gene_352,K99991,"ko02020,ko03410,ko00190",M2352,,Stress response protein,NO
BHE81_RS13665,6.571421514623197,5.494735959404639,1.9912855232677629,2.7593913053651904,0.005790914781944,0.0365746548877575,BHE81_RS13665,gene_353,K99991,"ko02020,ko03410,ko00190",M2353,,Stress response protein,NO
BHE81_RS13670,57.639315605138485,3.9229715448472966,0.5781688861372235,6.785165440252024,1.1595355833652447e-11,6.271898238740983e-10,BHE81_RS13670,gene_354,K99991,"ko02020,ko03410,ko00190",M2354,,Stress response protein,NO
BHE81_RS13675,24.15651278393284,4.069312622996592,0.7757596849916087,5.245584040682147,1.5578802552535792e-07,4.295880259421471e-06,BHE81_RS13675,gene_355,K99991,"ko02020,ko03410,ko00190",M2355,,Stress response protein,NO
BHE81_RS13680,14.219650583990168,4.178309288416688,0.9916331781998484,4.213563422718208,2.513729578579122e-05,0.0003987001914295,BHE81_RS13680,gene_356,K99991,"ko02020,ko03410,ko00190",M2356,,Stress response protein,NO
BHE81_RS13685,20.551641504026765,3.843678297953407,0.83423010321366,4.607455764478663,4.076258853376667e-06,7.888869771741357e-05,BHE81_RS13685,gene_357,K99991,"ko02020,ko03410,ko00190",M2357,,Stress response protein,NO
BHE81_RS13690,12.337755678396055,4.397134015584138,1.1929511317830717,3.6859297069544334,0.0002278692449646,0.0025948784735983,BHE81_RS13690,gene_358,K99991,"ko02020,ko03410,ko00190",M2358,,Stress response protein,NO
BHE81_RS13855,16.158866598525773,2.264054202824456,0.7331621893612589,3.088067327635829,0.0020146282229949,0.0158576799865963,BHE81_RS13855,gene_360,K99991,"ko02020,ko03410,ko00190",M2360,,Stress response protein,NO
BHE81_RS13990,8.432676653439037,2.446229706344734,0.8907542834613076,2.746245234812831,0.0060281684682359,0.0376782855814626,BHE81_RS13990,gene_365,K99991,"ko02020,ko03410,ko00190",M2365,,Stress response protein,NO
BHE81_RS14000,9.562305664382365,3.2587193498534286,0.9461893312085232,3.444045755294259,0.0005730787105753,0.0055838777827194,BHE81_RS14000,gene_366,K99991,"ko02020,ko03410,ko00190",M2366,,Stress response protein,NO
BHE81_RS14005,72.72411076520154,4.315956281375204,0.5157710524230664,8.367969200867437,5.861970956267622e-17,7.274016313086205e-15,BHE81_RS14005,gene_367,K99991,"ko02020,ko03410,ko00190",M2367,,Stress response protein,NO
BHE81_RS14065,180.5228994986369,3.198497753780863,0.5450454506771426,5.868313825584964,4.402493693074372e-09,1.688556444643707e-07,BHE81_RS14065,gene_370,K99991,"ko02020,ko03410,ko00190",M2370,,Stress response protein,NO
BHE81_RS14370,31.99556939734882,1.61691785765151,0.4657474352772004,3.4716623972157,0.0005172463730001,0.0051468453954892,BHE81_RS14370,gene_390,K99991,"ko02020,ko03410,ko00190",M2390,,Stress response protein,NO
BHE81_RS14535,84.57773576082262,1.964581086250388,0.5824742982245884,3.3728202123914,0.000744025171819,0.0069948692706545,BHE81_RS14535,gene_393,K99991,"ko02020,ko03410,ko00190",M2393,,Stress response protein,NO
BHE81_RS14890,30.890490987836007,3.558680896316474,0.6214608575814226,5.726315427436591,1.0263531240009004e-08,3.5786643224461146e-07,BHE81_RS14890,gene_403,K99991,"ko02020,ko03410,ko00190",M2403,,Stress response protein,NO
BHE81_RS14990,82.23203914172424,1.273104319266019,0.3636075333153504,3.501314474037253,0.0004629691906569,0.0046953534023598,BHE81_RS14990,gene_406,K99991,"ko02020,ko03410,ko00190",M2406,,Stress response protein,NO
BHE81_RS15015,71.11362673829832,2.053310417636653,0.3961876058829247,5.182672014841916,2.187294808221349e-07,5.661470426923846e-06,BHE81_RS15015,gene_407,K99991,"ko02020,ko03410,ko00190",M2407,,Stress response protein,NO
BHE81_RS15045,110.06279702118336,1.2388437643631325,0.3802435623323583,3.25802692559539,0.0011218976091609,0.0099022719938281,BHE81_RS15045,gene_408,K99991,"ko02020,ko03410,ko00190",M2408,,Stress response protein,NO
BHE81_RS15135,53.072286868815205,1.0561823002009052,0.348735302689703,3.028607347907857,0.0024568377419659,0.0187159194845815,BHE81_RS15135,gene_410,K99991,"ko02020,ko03410,ko00190",M2410,,Stress response protein,NO
BHE81_RS15150,43.67582266148033,1.2149424457855305,0.4234967781678675,2.8688351562947334,0.0041198645376469,0.0282601053454399,BHE81_RS15150,gene_411,K99991,"ko02020,ko03410,ko00190",M2411,,Stress response protein,NO
BHE81_RS15190,175.26171235739048,3.2640466852002303,0.4860535505098269,6.715405497555848,1.8754394172996792e-11,9.607814023475403e-10,BHE81_RS15190,gene_412,K99991,"ko02020,ko03410,ko00190",M2412,,Stress response protein,NO
BHE81_RS15195,206.94019108378188,3.67357707377466,0.5674776768358764,6.473518208253885,9.574686971246431e-11,4.538831947380753e-09,BHE81_RS15195,gene_413,K99991,"ko02020,ko03410,ko00190",M2413,,Stress response protein,NO
BHE81_RS15200,73.22469311309246,2.429230828239618,0.4856316215589206,5.002208918030443,5.667712036993964e-07,1.3284487268931964e-05,BHE81_RS15200,gene_414,K99991,"ko02020,ko03410,ko00190",M2414,,Stress response protein,NO
BHE81_RS15265,26.36819140007796,2.407486603310722,0.5525546537615035,4.357010816797597,1.3185075429840955e-05,0.0002216248336195,BHE81_RS15265,gene_415,K99991,"ko02020,ko03410,ko00190",M2415,,Stress response protein,NO
BHE81_RS15270,68.90062713207986,1.992496795659858,0.4504582716189378,4.423266085222201,9.721988283349966e-06,0.0001681027400305,BHE81_RS15270,gene_416,K99991,"ko02020,ko03410,ko00190",M2416,,Stress response protein,NO
BHE81_RS15440,43.67102064602634,3.1255894982834413,0.7622156274871041,4.100663100529677,4.119679570279525e-05,0.0006098571265617,BHE81_RS15440,gene_421,K99991,"ko02020,ko03410,ko00190",M2421,,Stress response protein,NO
BHE81_RS15515,60.77064537453512,2.5722875199768067,0.6283881528826497,4.093469153065297,4.249666352651582e-05,0.0006247157610396,BHE81_RS15515,gene_423,K99991,"ko02020,ko03410,ko00190",M2423,,Stress response protein,NO
BHE81_RS15865,44.684284419245245,2.2847156097879604,0.4619517581938124,4.94578831937123,7.58363333195778e-07,1.7201800552435415e-05,BHE81_RS15865,gene_442,K99991,"ko02020,ko03410,ko00190",M2442,,Stress response protein,NO
BHE81_RS16100,35.85879144346651,1.3016563593938837,0.4391774726083972,2.963850471798984,0.003038158767512,0.022176456470819,BHE81_RS16100,gene_448,K99991,"ko02020,ko03410,ko00190",M2448,,Stress response protein,NO
BHE81_RS16330,85.699969959285,1.2398443674446065,0.46547107009454,2.6636335684466634,0.0077301716456087,0.0461948925960669,BHE81_RS16330,gene_451,K99991,"ko02020,ko03410,ko00190",M2451,,Stress response protein,NO
BHE81_RS16335,84.34455468485184,1.70026281310301,0.3387981973765267,5.018511982262426,5.207324604957327e-07,1.2325133094991864e-05,BHE81_RS16335,gene_452,K99991,"ko02020,ko03410,ko00190",M2452,,Stress response protein,NO
BHE81_RS16360,169.5623675578003,2.0411219059417216,0.5309403533483702,3.844352558756188,0.0001208711302808,0.0015500161053337,BHE81_RS16360,gene_453,K99991,"ko02020,ko03410,ko00190",M2453,,Stress response protein,NO
BHE81_RS16365,135.13576849563202,2.918165172063932,0.6675420315939006,4.3715077612359226,1.2339146323817309e-05,0.0002082354333607,BHE81_RS16365,gene_454,K99991,"ko02020,ko03410,ko00190",M2454,,Stress response protein,NO
BHE81_RS16535,292.50480718984915,1.7296965406498084,0.5187675961571724,3.3342416786682985,0.0008553230603736,0.0078618910494907,BHE81_RS16535,gene_455,K99991,"ko02020,ko03410,ko00190",M2455,,Stress response protein,NO
BHE81_RS16540,498.49925041746747,1.8216061038088869,0.5006763828685449,3.63829045295144,0.0002744538022829,0.0030551994507431,BHE81_RS16540,gene_456,K99991,"ko02020,ko03410,ko00190",M2456,,Stress response protein,NO
BHE81_RS16575,14.128922777191717,2.7881918324686024,0.867044693628613,3.215741763899067,0.0013010785160303,0.0112025515492494,BHE81_RS16575,gene_457,K99991,"ko02020,ko03410,ko00190",M2457,,Stress response protein,NO
BHE81_RS16580,20.61979398561356,2.6132751493595885,0.6123064093808741,4.267920618374661,1.9730350857571555e-05,0.0003201628856465,BHE81_RS16580,gene_458,K99991,"ko02020,ko03410,ko00190",M2458,,Stress response protein,NO
BHE81_RS16630,12.302447315068529,2.213226399149661,0.7487549845132309,2.9558753463103686,0.0031178307236996,0.022601594198091,BHE81_RS16630,gene_459,K99991,"ko02020,ko03410,ko00190",M2459,,Stress response protein,NO
BHE81_RS16645,53.38848325168692,1.0511993411816,0.3672355490988409,2.8624661848808954,0.0042035811318339,0.0286046916051734,BHE81_RS16645,gene_460,K99991,"ko02020,ko03410,ko00190",M2460,,Stress response protein,NO
BHE81_RS16660,30.05666054185613,2.007261699264069,0.6267417601005084,3.202693401094212,0.001361488465544,0.011627772947632,BHE81_RS16660,gene_461,K99991,"ko02020,ko03410,ko00190",M2461,,Stress response protein,NO
BHE81_RS16665,47.48169747446596,2.8470706680347817,0.5186878886906209,5.488986209456223,4.042471802448791e-08,1.2988541490965308e-06,BHE81_RS16665,gene_462,K99991,"ko02020,ko03410,ko00190",M2462,,Stress response protein,NO
